Year,Country,Industry,AI_Tool,Adoption_Rate,Daily_Active_Users,Company_Size,Age_Group
2026,India,Healthcare,Perplexity,64.1,47882,Medium,56+
2026,Germany,IT,ChatGPT,46.61,15746,Medium,26-35
2026,USA,IT,GitHub Copilot,77.36,90991,Medium,46-55
2023,UK,Healthcare,Perplexity,15.12,83844,Small,18-25
2025,UK,Finance,Claude,12.61,22813,Small,46-55
2026,India,Retail,Claude,8.98,32367,Medium,46-55
2024,USA,Finance,GitHub Copilot,53.22,3964,Small,56+
2025,USA,IT,Perplexity,68.56,76297,Large,26-35
2024,India,Retail,Claude,16.75,32659,Medium,56+
2025,USA,Education,GitHub Copilot,62.51,75958,Large,18-25
2024,Germany,Retail,GitHub Copilot,47.93,72346,Small,26-35
2023,India,Finance,ChatGPT,93.86,31462,Medium,36-45
2026,Germany,Healthcare,Claude,69.57,32480,Large,26-35
2024,USA,Education,Perplexity,64.17,65094,Small,56+
2025,India,Finance,Claude,56.34,41384,Medium,56+
2026,USA,Education,Claude,94.76,80022,Medium,46-55
2026,India,Retail,Claude,93.24,78974,Large,36-45
2025,USA,IT,GitHub Copilot,53.43,55377,Large,26-35
2024,Germany,Finance,Gemini,45.97,15416,Large,36-45
2023,Germany,Healthcare,Gemini,46.59,24563,Small,46-55
2023,USA,Retail,ChatGPT,43.55,75839,Large,36-45
2024,India,Finance,Claude,52.83,4988,Large,36-45
2026,UK,Healthcare,Gemini,29.62,93828,Large,26-35
2026,Germany,Finance,ChatGPT,88.41,11425,Medium,36-45
2026,Germany,Retail,GitHub Copilot,49.12,19188,Large,46-55
2026,Australia,Finance,Claude,80.78,75022,Large,18-25
2024,UK,Education,Perplexity,47.78,76903,Small,18-25
2026,USA,Retail,GitHub Copilot,69.65,97445,Small,56+
2025,India,Finance,ChatGPT,35.32,15519,Large,18-25
2026,Australia,IT,GitHub Copilot,61.23,91116,Small,26-35
2023,USA,Finance,Perplexity,49.85,53849,Small,56+
2026,Canada,Education,GitHub Copilot,38.04,45954,Small,18-25
2024,Germany,Healthcare,ChatGPT,84.34,3004,Medium,18-25
2023,Canada,Healthcare,Perplexity,15.14,99527,Large,56+
2024,Germany,Healthcare,Perplexity,48.82,79066,Large,26-35
2024,Germany,IT,GitHub Copilot,22.49,63656,Large,56+
2023,Canada,Education,Perplexity,82.49,80635,Small,26-35
2024,Canada,Retail,GitHub Copilot,27.81,88955,Small,26-35
2024,USA,Healthcare,Claude,62.01,20800,Small,46-55
2026,Australia,Education,Perplexity,19.9,27733,Medium,18-25
2025,Australia,Finance,GitHub Copilot,41.44,84744,Small,18-25
2024,Canada,IT,Claude,85.94,24155,Medium,36-45
2024,USA,Education,Perplexity,19.95,18742,Large,56+
2024,Australia,Education,Claude,64.69,53114,Small,46-55
2026,USA,Retail,Perplexity,23.41,58374,Medium,18-25
2025,USA,Education,ChatGPT,42.42,3746,Medium,36-45
2023,Germany,Retail,ChatGPT,53.66,13273,Small,46-55
2026,Australia,IT,GitHub Copilot,56.96,7125,Medium,26-35
2026,Australia,IT,Gemini,59.23,12649,Small,18-25
2025,Germany,Finance,ChatGPT,62.61,14953,Medium,56+
2025,Canada,Retail,Gemini,29.46,50523,Large,46-55
2026,Germany,Retail,Claude,41.12,61256,Large,36-45
2023,Australia,Healthcare,Claude,8.36,95588,Large,56+
2026,Australia,Healthcare,Gemini,74.19,11426,Small,26-35
2025,Canada,Finance,GitHub Copilot,80.34,3563,Large,56+
2023,Germany,IT,Perplexity,22.93,27263,Large,36-45
2025,India,Manufacturing,Gemini,23.13,98236,Large,26-35
2023,India,Healthcare,Gemini,8.78,14175,Small,36-45
2024,Canada,Education,Gemini,92.33,94345,Medium,18-25
2025,Germany,IT,Gemini,77.65,43415,Small,36-45
2025,Germany,Manufacturing,Gemini,37.46,16110,Small,56+
2026,USA,Education,GitHub Copilot,48.37,66533,Large,18-25
2025,Australia,Retail,ChatGPT,31.28,705,Medium,18-25
2025,UK,IT,Perplexity,58.75,36545,Large,46-55
2024,Canada,Finance,ChatGPT,69.56,37415,Large,56+
2025,UK,Retail,Gemini,45.26,8752,Small,56+
2024,UK,Retail,ChatGPT,83.62,32329,Small,26-35
2024,Canada,Education,GitHub Copilot,51.53,30630,Small,36-45
2024,Germany,Retail,Claude,17.98,49201,Large,36-45
2024,Canada,Healthcare,ChatGPT,61.01,86050,Medium,56+
2023,UK,IT,Perplexity,46.6,93539,Medium,36-45
2026,Australia,Healthcare,GitHub Copilot,89.21,80366,Large,56+
2023,Australia,Education,Claude,40.27,38024,Medium,18-25
2025,Australia,Manufacturing,GitHub Copilot,41.26,38641,Large,36-45
2023,Germany,Education,Gemini,63.57,64758,Medium,36-45
2023,India,IT,Claude,52.43,56427,Large,56+
2025,Canada,Retail,Perplexity,38.7,93534,Medium,56+
2025,Australia,Finance,Claude,94.08,43754,Small,26-35
2025,Canada,Education,Perplexity,32.2,16030,Small,36-45
2023,Australia,IT,Gemini,29.98,3618,Small,46-55
2023,Germany,Finance,Perplexity,82.8,31082,Small,56+
2025,India,Retail,GitHub Copilot,5.3,6875,Large,46-55
2026,India,Manufacturing,ChatGPT,23.11,24090,Medium,18-25
2026,Australia,Education,GitHub Copilot,58.14,5478,Large,18-25
2024,Germany,Manufacturing,GitHub Copilot,19.62,46502,Small,46-55
2025,USA,IT,Claude,93.72,39541,Medium,18-25
2024,Canada,Manufacturing,Gemini,46.78,72080,Large,46-55
2026,Canada,Manufacturing,ChatGPT,58.76,79812,Small,26-35
2024,UK,IT,Perplexity,19.43,25160,Medium,26-35
2025,Germany,IT,Claude,31.04,75015,Medium,18-25
2025,UK,Education,Gemini,60.32,47093,Small,46-55
2025,Australia,Manufacturing,ChatGPT,54.46,93204,Small,46-55
2023,UK,Finance,GitHub Copilot,75.59,22865,Medium,46-55
2024,India,IT,Gemini,29.23,59153,Small,18-25
2026,Canada,Retail,Gemini,63.82,96438,Large,46-55
2026,UK,Manufacturing,Gemini,31.19,23296,Small,56+
2026,India,IT,GitHub Copilot,57.81,15568,Small,46-55
2023,Germany,Finance,Perplexity,59.45,94485,Small,56+
2023,UK,Education,Claude,15.97,8274,Medium,26-35
2025,Australia,Manufacturing,Perplexity,54.38,45920,Medium,56+
2026,Australia,IT,ChatGPT,6.07,19198,Small,26-35
2023,Australia,IT,Claude,50.11,72682,Medium,18-25
2025,Canada,Retail,ChatGPT,67.78,4286,Small,26-35
2026,UK,Retail,GitHub Copilot,11.55,16822,Large,26-35
2024,Germany,Manufacturing,Perplexity,89.48,71604,Medium,46-55
2025,UK,IT,Gemini,46.29,40552,Small,36-45
2023,Canada,Manufacturing,Claude,89.46,28370,Medium,26-35
2023,India,IT,Gemini,14.67,48411,Large,56+
2025,Canada,Retail,ChatGPT,90.49,41229,Large,18-25
2025,Australia,Finance,Gemini,14.83,6487,Small,56+
2023,India,Healthcare,Gemini,46.53,24494,Medium,18-25
2024,Australia,Healthcare,GitHub Copilot,89.42,76927,Large,56+
2026,USA,IT,GitHub Copilot,25.94,30193,Medium,26-35
2024,Canada,Retail,Perplexity,8.13,56736,Small,36-45
2025,Canada,Education,ChatGPT,76.38,68246,Large,26-35
2024,Germany,Education,GitHub Copilot,58.63,35341,Large,46-55
2023,UK,Healthcare,GitHub Copilot,51.25,54507,Medium,56+
2025,India,Finance,Perplexity,8.09,28437,Large,36-45
2026,India,Healthcare,Claude,63.79,4904,Small,56+
2023,Germany,IT,Perplexity,20.45,34158,Small,46-55
2023,Germany,Finance,Gemini,88.81,75863,Large,46-55
2026,UK,Education,Gemini,66.72,57550,Small,46-55
2026,Australia,Retail,GitHub Copilot,68.63,51859,Large,26-35
2024,UK,Retail,GitHub Copilot,25.93,59629,Large,26-35
2025,Canada,IT,Perplexity,84.27,31434,Large,36-45
2026,Australia,Healthcare,Perplexity,53.4,63634,Large,46-55
2026,USA,IT,ChatGPT,82.14,63552,Medium,26-35
2025,UK,Retail,Gemini,29.39,6611,Large,18-25
2026,Germany,Education,Perplexity,72.99,41065,Small,18-25
2026,Australia,Retail,Claude,56.71,39540,Medium,26-35
2024,UK,Finance,ChatGPT,9.36,63218,Small,36-45
2023,India,Manufacturing,Perplexity,41.48,85363,Large,56+
2023,USA,Retail,GitHub Copilot,21.55,49317,Small,46-55
2023,Canada,Retail,Perplexity,37.33,31239,Medium,26-35
2023,India,Manufacturing,GitHub Copilot,39.5,85430,Small,36-45
2026,India,Finance,GitHub Copilot,47.74,68617,Medium,56+
2025,USA,Healthcare,Gemini,59.03,12885,Large,36-45
2025,Canada,Retail,Gemini,56.39,54840,Large,56+
2024,Germany,IT,Perplexity,8.51,80302,Small,18-25
2024,Australia,Retail,Perplexity,72.56,70732,Small,56+
2026,Canada,IT,Claude,90.43,14050,Large,18-25
2025,UK,Finance,ChatGPT,36.38,64742,Large,46-55
2025,India,Retail,ChatGPT,21.18,51269,Small,26-35
2023,UK,Finance,Perplexity,53.6,72309,Large,18-25
2026,Germany,Finance,Gemini,68.44,67378,Medium,36-45
2026,UK,Healthcare,Claude,66.1,38588,Medium,56+
2023,Canada,Retail,ChatGPT,60.09,36377,Small,36-45
2026,UK,IT,Perplexity,18.16,45141,Small,18-25
2026,Germany,IT,Gemini,80.31,3634,Large,36-45
2024,Germany,Retail,Gemini,43.31,80321,Large,56+
2025,Germany,Manufacturing,Gemini,24.93,70772,Medium,26-35
2026,Canada,Healthcare,GitHub Copilot,12.76,71221,Small,36-45
2024,Germany,Healthcare,Gemini,42.5,92994,Small,46-55
2025,India,Healthcare,Perplexity,60.62,74190,Small,56+
2023,Germany,IT,Claude,64.88,56410,Small,56+
2024,UK,Finance,Perplexity,91.65,1734,Medium,46-55
2024,Australia,Manufacturing,Gemini,18.78,17008,Medium,18-25
2025,UK,Healthcare,Claude,93.72,21410,Small,46-55
2023,Australia,IT,ChatGPT,63.92,80753,Medium,18-25
2024,UK,IT,ChatGPT,45.88,67358,Small,26-35
2026,Canada,Finance,Perplexity,84.94,74247,Medium,18-25
2026,UK,Retail,Claude,67.5,56181,Large,26-35
2026,Canada,Retail,Perplexity,36.38,61672,Medium,26-35
2023,Canada,Healthcare,Claude,84.57,69500,Small,46-55
2024,Germany,Healthcare,Claude,65.0,66703,Large,26-35
2026,India,Manufacturing,Perplexity,67.9,91612,Small,18-25
2023,Australia,Finance,Claude,85.68,72907,Large,36-45
2026,Germany,Healthcare,Gemini,45.36,77464,Large,56+
2025,Germany,Finance,Claude,64.12,31231,Medium,56+
2024,Canada,IT,Claude,72.02,20486,Medium,18-25
2024,Canada,Healthcare,Perplexity,45.85,49881,Large,36-45
2023,Australia,IT,ChatGPT,12.51,61860,Large,26-35
2023,UK,Education,GitHub Copilot,74.43,67470,Large,18-25
2024,UK,Finance,Claude,9.3,54570,Small,26-35
2026,Germany,Education,GitHub Copilot,69.61,53383,Medium,46-55
2026,USA,Healthcare,Claude,86.98,2453,Small,36-45
2025,USA,IT,Perplexity,36.23,13978,Medium,56+
2026,UK,Healthcare,Perplexity,14.19,76768,Small,18-25
2023,USA,Education,Claude,25.96,8303,Medium,56+
2023,UK,Healthcare,Perplexity,55.61,10422,Large,26-35
2026,Canada,Manufacturing,Perplexity,89.84,76931,Large,26-35
2023,Germany,Retail,Claude,51.11,58875,Medium,46-55
2024,India,Education,ChatGPT,15.15,36025,Large,26-35
2024,Germany,Healthcare,Claude,61.5,22347,Large,26-35
2026,UK,IT,ChatGPT,70.96,17440,Small,56+
2024,UK,Healthcare,Perplexity,40.4,85878,Medium,56+
2024,Germany,IT,ChatGPT,69.94,22622,Large,18-25
2025,Australia,Retail,Perplexity,34.23,44694,Medium,18-25
2025,UK,Healthcare,ChatGPT,76.02,77731,Small,26-35
2024,USA,Retail,ChatGPT,35.7,46435,Medium,36-45
2026,USA,Education,Claude,28.05,89061,Small,18-25
2025,UK,IT,ChatGPT,84.13,34823,Small,26-35
2023,UK,Manufacturing,Perplexity,54.36,75840,Small,56+
2023,Australia,Education,Claude,30.66,5091,Large,46-55
2023,USA,IT,ChatGPT,89.16,97262,Small,56+
2026,UK,Retail,Claude,67.18,36933,Medium,56+
2024,UK,Finance,GitHub Copilot,24.86,16167,Medium,46-55
2023,Australia,Healthcare,Claude,60.32,13863,Large,56+
2026,Australia,Retail,GitHub Copilot,83.33,52055,Large,18-25
2025,Germany,IT,GitHub Copilot,67.65,44963,Small,56+
2024,Australia,IT,Claude,27.03,17508,Small,46-55
2025,India,IT,Perplexity,63.4,25276,Small,26-35
2026,USA,IT,Perplexity,60.72,35197,Large,26-35
2023,Germany,Healthcare,Perplexity,78.88,51950,Large,26-35
2023,India,Education,Gemini,21.03,53946,Medium,46-55
2026,UK,Manufacturing,GitHub Copilot,67.97,35894,Small,46-55
2023,UK,Finance,Claude,7.46,63424,Small,18-25
2024,Germany,Healthcare,Perplexity,67.66,89867,Medium,46-55
2026,Australia,IT,Perplexity,91.44,58586,Medium,26-35
2025,UK,Healthcare,Claude,20.69,1111,Medium,46-55
2026,Canada,Retail,GitHub Copilot,33.02,23527,Medium,36-45
2024,Germany,Manufacturing,Claude,57.46,38492,Small,56+
2024,India,IT,Gemini,70.92,59090,Large,18-25
2026,Germany,Finance,Gemini,35.99,50952,Small,26-35
2026,USA,IT,Claude,64.78,15329,Medium,26-35
2023,Australia,Manufacturing,GitHub Copilot,85.94,78880,Large,36-45
2024,Australia,Finance,Perplexity,70.39,82238,Small,18-25
2026,Germany,Manufacturing,Gemini,68.99,90098,Medium,56+
2026,UK,Finance,Gemini,39.38,25402,Large,18-25
2024,UK,Education,GitHub Copilot,87.03,23636,Large,18-25
2026,Canada,Education,Gemini,29.96,87846,Large,26-35
2023,Canada,Healthcare,Gemini,23.48,5685,Small,46-55
2024,Australia,Healthcare,GitHub Copilot,37.78,49230,Medium,56+
2023,Canada,Finance,Claude,63.51,62057,Small,18-25
2023,India,IT,Perplexity,82.55,57310,Small,36-45
2023,Canada,Retail,Perplexity,16.89,82831,Small,26-35
2023,India,Retail,Gemini,78.24,80473,Large,46-55
2024,Canada,IT,Perplexity,78.15,5556,Medium,46-55
2023,Australia,IT,Claude,57.82,53961,Small,26-35
2023,Australia,Education,Gemini,73.46,37389,Medium,18-25
2026,India,Retail,Perplexity,21.37,9875,Large,26-35
2024,Germany,Finance,ChatGPT,20.26,64981,Small,46-55
2024,Australia,Manufacturing,ChatGPT,82.65,14199,Medium,46-55
2025,Germany,Healthcare,ChatGPT,49.83,41942,Large,36-45
2024,UK,Manufacturing,ChatGPT,27.13,57263,Small,36-45
2024,India,Education,ChatGPT,66.99,82451,Small,46-55
2025,Australia,Retail,Gemini,85.27,77862,Medium,36-45
2024,USA,IT,GitHub Copilot,61.91,95708,Medium,36-45
2024,UK,Retail,GitHub Copilot,36.26,74775,Small,36-45
2024,Germany,Finance,Gemini,48.49,95696,Small,46-55
2024,Australia,Education,Gemini,72.7,44967,Large,18-25
2025,India,IT,Claude,11.08,9959,Large,18-25
2024,Canada,Manufacturing,GitHub Copilot,24.54,55800,Small,56+
2024,USA,Finance,ChatGPT,46.63,2639,Medium,36-45
2025,Germany,Manufacturing,Gemini,59.38,78835,Medium,18-25
2026,UK,Healthcare,ChatGPT,35.52,33258,Small,56+
2023,India,Education,GitHub Copilot,31.86,65718,Large,26-35
2026,USA,Finance,Perplexity,8.72,50254,Small,36-45
2025,India,Finance,Perplexity,7.93,57924,Medium,18-25
2023,Australia,Manufacturing,Gemini,30.08,12381,Small,18-25
2025,Canada,IT,Claude,52.75,15220,Small,18-25
2025,UK,Healthcare,ChatGPT,55.07,10046,Large,56+
2024,India,Manufacturing,Gemini,49.46,76527,Medium,26-35
2023,Germany,Finance,Claude,41.89,85276,Medium,36-45
2024,Australia,Education,ChatGPT,27.71,26211,Small,18-25
2023,Australia,Finance,GitHub Copilot,41.06,52496,Medium,46-55
2025,UK,Retail,Perplexity,17.49,33390,Medium,36-45
2025,Australia,Education,Claude,15.37,96240,Medium,46-55
2026,Germany,Education,ChatGPT,31.99,34562,Medium,56+
2023,India,Finance,Gemini,94.58,84272,Large,18-25
2024,UK,IT,ChatGPT,34.38,4937,Large,36-45
2026,Australia,Education,Gemini,89.28,11901,Large,36-45
2026,Australia,Retail,Perplexity,40.3,23810,Large,18-25
2026,Germany,Manufacturing,Perplexity,44.51,97257,Large,26-35
2024,Canada,IT,ChatGPT,76.74,41016,Medium,56+
2026,Canada,IT,ChatGPT,13.43,13165,Small,18-25
2024,Australia,IT,Gemini,21.41,62646,Small,36-45
2026,India,Education,Gemini,92.65,45574,Large,26-35
2024,UK,IT,Claude,50.53,93866,Medium,36-45
2025,Australia,Finance,Claude,8.99,36488,Large,46-55
2025,USA,IT,Claude,9.26,76267,Small,36-45
2025,UK,Retail,ChatGPT,86.65,95464,Medium,56+
2025,Canada,Healthcare,Claude,83.6,74767,Medium,18-25
2025,Australia,Retail,ChatGPT,46.26,79943,Medium,36-45
2026,Germany,Education,Perplexity,19.69,3809,Small,46-55
2026,USA,IT,GitHub Copilot,79.73,48854,Small,46-55
2026,Australia,IT,Perplexity,34.21,86357,Large,18-25
2024,India,Finance,ChatGPT,42.72,97830,Large,46-55
2024,USA,Manufacturing,ChatGPT,66.42,5194,Small,18-25
2024,Australia,IT,GitHub Copilot,36.81,9515,Large,56+
2024,India,Retail,Gemini,61.58,48946,Small,18-25
2025,USA,Education,Gemini,84.68,79166,Medium,26-35
2025,India,Healthcare,Gemini,76.76,7572,Large,46-55
2025,India,IT,Claude,39.34,63830,Small,46-55
2023,USA,Healthcare,Gemini,30.91,36231,Small,36-45
2026,USA,IT,Claude,30.7,85043,Small,26-35
2024,India,Education,Claude,36.37,83837,Large,36-45
2024,Canada,Manufacturing,Gemini,49.42,28048,Large,18-25
2025,USA,Retail,Gemini,42.49,47008,Medium,56+
2024,Australia,Education,GitHub Copilot,16.97,49935,Large,46-55
2024,UK,Healthcare,GitHub Copilot,19.71,23215,Large,56+
2026,Germany,IT,Claude,35.86,28061,Large,18-25
2025,India,Healthcare,GitHub Copilot,55.59,47183,Medium,18-25
2026,India,Retail,Claude,58.34,59517,Medium,26-35
2023,Germany,Education,ChatGPT,48.76,52162,Medium,36-45
2023,Canada,Healthcare,Claude,71.49,47282,Large,46-55
2023,Germany,Healthcare,Claude,71.35,2117,Small,46-55
2025,USA,Retail,GitHub Copilot,43.49,4323,Large,56+
2024,Germany,IT,ChatGPT,16.2,61952,Medium,26-35
2025,India,Healthcare,Perplexity,52.72,50609,Large,18-25
2025,Germany,Retail,Perplexity,39.33,23175,Large,26-35
2024,UK,IT,Perplexity,17.41,6631,Small,46-55
2026,Australia,Manufacturing,ChatGPT,93.36,4766,Small,36-45
2023,USA,IT,Gemini,38.28,89417,Large,56+
2026,Germany,Manufacturing,ChatGPT,61.32,44123,Medium,18-25
2023,India,Education,GitHub Copilot,49.11,35336,Large,18-25
2025,Australia,Retail,Claude,17.85,40159,Large,18-25
2023,USA,IT,Claude,10.0,40123,Large,36-45
2025,India,Manufacturing,GitHub Copilot,61.32,4336,Medium,46-55
2026,Canada,Manufacturing,GitHub Copilot,27.23,67575,Medium,46-55
2025,UK,Education,Claude,26.93,36724,Medium,26-35
2026,Canada,Finance,Gemini,91.13,32918,Medium,26-35
2024,UK,Retail,Gemini,46.56,81562,Medium,46-55
2024,Germany,Finance,Gemini,7.65,93188,Large,18-25
2024,USA,IT,GitHub Copilot,35.59,30200,Medium,36-45
2025,Germany,Retail,Claude,57.6,66996,Large,46-55
2024,UK,Education,Claude,34.57,44796,Large,36-45
2023,UK,IT,Claude,7.42,77630,Large,56+
2026,UK,Retail,ChatGPT,44.99,25041,Small,18-25
2026,Australia,Retail,ChatGPT,14.53,93167,Medium,56+
2023,India,Finance,Perplexity,60.72,59447,Medium,46-55
2025,USA,IT,ChatGPT,60.76,76729,Large,26-35
2025,Germany,Education,Gemini,8.4,33125,Small,46-55
2026,Germany,Education,Gemini,31.16,11751,Medium,56+
2024,Canada,IT,Gemini,42.23,98448,Large,36-45
2025,UK,IT,Gemini,54.52,90480,Small,46-55
2025,UK,Manufacturing,Perplexity,31.65,83354,Large,26-35
2023,UK,Healthcare,Gemini,30.9,49923,Small,56+
2023,Germany,Finance,GitHub Copilot,93.47,48222,Large,46-55
2024,Canada,IT,GitHub Copilot,8.77,13689,Medium,56+
2025,India,IT,GitHub Copilot,94.01,39868,Large,56+
2025,Australia,Healthcare,ChatGPT,9.3,65086,Large,18-25
2023,USA,Healthcare,Claude,30.95,85658,Small,36-45
2025,India,Retail,Perplexity,49.43,334,Small,18-25
2026,Germany,Education,GitHub Copilot,17.9,72470,Medium,56+
2023,Australia,Finance,GitHub Copilot,17.14,15155,Large,26-35
2024,Australia,Retail,Gemini,28.07,68843,Small,26-35
2023,Australia,IT,GitHub Copilot,92.62,2500,Medium,18-25
2025,UK,Healthcare,Gemini,39.21,75245,Medium,26-35
2024,USA,Manufacturing,Gemini,55.94,87109,Small,56+
2023,Germany,Education,Claude,68.39,89571,Small,46-55
2026,Germany,Retail,ChatGPT,71.8,54257,Large,56+
2026,Australia,Manufacturing,Gemini,66.92,89510,Medium,46-55
2023,Germany,Education,Gemini,35.32,60698,Small,26-35
2026,USA,Manufacturing,Claude,15.06,25115,Medium,36-45
2026,USA,Healthcare,Gemini,30.35,79820,Large,36-45
2026,Canada,Retail,Perplexity,23.93,95179,Small,56+
2024,Canada,Retail,ChatGPT,17.26,66286,Medium,56+
2026,India,Education,Perplexity,7.2,64530,Small,26-35
2026,USA,Manufacturing,GitHub Copilot,89.22,98025,Large,36-45
2026,USA,Healthcare,ChatGPT,87.89,49285,Large,36-45
2024,USA,IT,GitHub Copilot,9.54,92964,Large,56+
2023,Canada,Retail,Gemini,20.58,62406,Large,36-45
2025,Australia,IT,Claude,17.56,19516,Small,56+
2026,Australia,Healthcare,Perplexity,30.31,78755,Small,18-25
2023,Germany,Retail,GitHub Copilot,23.37,73280,Medium,36-45
2026,Australia,Retail,Gemini,90.13,50362,Medium,46-55
2024,UK,Manufacturing,Perplexity,12.58,74289,Small,26-35
2023,Canada,IT,Perplexity,24.05,80052,Small,56+
2024,USA,Manufacturing,GitHub Copilot,12.27,90533,Medium,36-45
2026,Australia,Finance,Gemini,93.23,53762,Small,36-45
2026,Canada,IT,Claude,87.66,67510,Large,56+
2024,Australia,IT,GitHub Copilot,69.5,52291,Large,46-55
2025,India,Finance,Perplexity,43.34,76065,Large,36-45
2024,USA,Healthcare,Perplexity,22.12,12313,Medium,18-25
2026,India,Healthcare,ChatGPT,24.93,49087,Small,26-35
2024,USA,Retail,Gemini,44.87,83276,Medium,56+
2025,Canada,Education,ChatGPT,74.14,59883,Medium,36-45
2024,Germany,Manufacturing,Claude,28.83,61453,Small,26-35
2025,Australia,Education,GitHub Copilot,32.97,15902,Medium,56+
2025,Australia,Retail,Perplexity,58.99,81758,Large,56+
2024,UK,Education,Gemini,26.4,60746,Small,56+
2024,India,IT,Perplexity,57.58,87289,Large,46-55
2023,Australia,IT,ChatGPT,39.84,43771,Large,18-25
2026,Canada,Finance,ChatGPT,8.09,89737,Small,56+
2025,Germany,Finance,GitHub Copilot,41.24,67045,Large,46-55
2023,Canada,Retail,Gemini,87.76,43488,Large,56+
2024,India,Retail,Gemini,31.38,34700,Large,56+
2026,UK,Retail,GitHub Copilot,34.05,84044,Small,46-55
2023,Australia,IT,ChatGPT,10.93,60790,Small,18-25
2025,Canada,Education,ChatGPT,60.35,5836,Small,26-35
2023,USA,Manufacturing,ChatGPT,81.43,70629,Medium,36-45
2025,Germany,Retail,Perplexity,36.76,43971,Large,56+
2024,Canada,Retail,Claude,26.62,47265,Medium,18-25
2026,Germany,IT,ChatGPT,91.1,56886,Medium,36-45
2026,Australia,Manufacturing,Claude,72.06,31347,Large,56+
2026,USA,IT,Claude,56.04,28921,Small,36-45
2024,UK,Manufacturing,Gemini,32.5,3313,Medium,46-55
2025,UK,IT,GitHub Copilot,24.87,29595,Small,18-25
2024,USA,Education,Perplexity,69.42,71844,Small,18-25
2026,Germany,Retail,Claude,51.96,9744,Large,26-35
2024,Australia,Healthcare,Perplexity,51.85,6553,Medium,26-35
2024,Canada,Healthcare,Gemini,11.63,76729,Medium,36-45
2024,USA,Retail,ChatGPT,51.1,11363,Small,46-55
2025,India,Retail,Claude,79.05,56580,Large,36-45
2023,Germany,Retail,GitHub Copilot,90.21,65941,Medium,56+
2023,UK,Retail,Gemini,14.6,99788,Small,18-25
2024,USA,Manufacturing,Perplexity,61.8,32121,Small,36-45
2023,UK,Education,ChatGPT,56.15,18058,Small,36-45
2023,Germany,Healthcare,Perplexity,85.13,66508,Large,18-25
2024,UK,Finance,GitHub Copilot,72.61,41228,Large,18-25
2024,USA,Healthcare,Claude,91.87,87598,Small,26-35
2026,Germany,Healthcare,GitHub Copilot,91.4,42663,Small,26-35
2023,India,IT,Perplexity,25.31,17514,Large,18-25
2025,USA,Retail,Perplexity,70.28,75562,Small,36-45
2024,Canada,Retail,GitHub Copilot,52.75,55983,Small,56+
2026,Australia,Retail,GitHub Copilot,24.31,37310,Large,36-45
2025,USA,IT,GitHub Copilot,22.54,15390,Small,56+
2023,Germany,Education,ChatGPT,12.3,3767,Small,18-25
2026,Australia,Education,Perplexity,76.6,17760,Small,56+
2024,USA,Finance,Gemini,34.21,72189,Large,26-35
2025,India,Education,ChatGPT,82.13,82562,Large,18-25
2024,India,Education,ChatGPT,59.75,57798,Large,46-55
2023,Canada,Retail,ChatGPT,65.63,4908,Medium,56+
2025,UK,Manufacturing,Gemini,31.25,94248,Medium,56+
2023,Australia,Healthcare,GitHub Copilot,46.16,40599,Medium,46-55
2023,Germany,Education,Perplexity,42.11,28115,Medium,46-55
2026,Germany,Education,Claude,26.21,33451,Large,18-25
2024,UK,IT,Claude,79.93,49762,Small,36-45
2025,India,Finance,Perplexity,60.99,74774,Large,46-55
2023,India,Manufacturing,Gemini,8.37,36341,Medium,56+
2023,USA,IT,Claude,78.79,1298,Large,46-55
2025,Canada,Retail,ChatGPT,14.54,93083,Small,18-25
2023,Australia,Healthcare,Claude,41.33,12213,Medium,18-25
2026,Canada,Finance,Perplexity,56.41,94385,Small,56+
2026,Canada,IT,ChatGPT,5.69,38739,Small,56+
2026,USA,Education,Claude,63.76,64136,Small,56+
2026,Canada,Education,Perplexity,64.37,85323,Medium,36-45
2023,UK,Finance,Gemini,63.73,68083,Large,56+
2025,USA,Education,Perplexity,19.71,75044,Medium,18-25
2025,UK,IT,Gemini,28.02,17774,Medium,18-25
2025,USA,IT,ChatGPT,27.26,12513,Large,46-55
2025,Canada,Education,Perplexity,91.41,55086,Large,56+
2024,UK,Education,GitHub Copilot,11.08,48037,Large,36-45
2025,UK,Retail,GitHub Copilot,43.59,73185,Large,26-35
2024,UK,Healthcare,GitHub Copilot,83.41,23171,Small,46-55
2024,USA,Finance,GitHub Copilot,74.25,74329,Medium,36-45
2026,Germany,IT,GitHub Copilot,79.02,43931,Medium,56+
2024,Canada,Finance,Gemini,92.51,82406,Medium,36-45
2023,UK,Retail,Perplexity,39.85,41471,Large,26-35
2024,Australia,IT,ChatGPT,32.87,67642,Medium,36-45
2026,Germany,Retail,GitHub Copilot,7.76,5313,Small,26-35
2024,Australia,Retail,GitHub Copilot,18.5,63915,Medium,26-35
2023,Canada,Manufacturing,ChatGPT,55.58,51399,Medium,26-35
2023,Canada,Education,ChatGPT,19.19,36736,Small,36-45
2023,UK,Manufacturing,GitHub Copilot,71.27,64048,Small,56+
2026,UK,Finance,Gemini,8.35,75166,Medium,18-25
2026,USA,Finance,ChatGPT,28.35,47228,Large,18-25
2025,Germany,Education,Perplexity,67.59,72273,Large,36-45
2026,Germany,Manufacturing,Perplexity,28.0,49604,Medium,56+
2023,UK,Finance,Gemini,70.59,70600,Medium,18-25
